project,testClassName,testMethodName,ExecutionTime
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_fail_if_both_partition_and_clustering_column,0.053
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_fail_if_clustering_column_order_zero,0.053
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_fail_compilation_when_no_setter,0.056
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_fail_if_both_partition_and_computed_column,0.052
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_static_column_info,0.17
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_static_column_type,0.118
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_fail_compilation_when_no_suitable_setter,0.052
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_generate_field_info_for_column_with_no_setter,0.081
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_list_not_index_info,0.078
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_not_indexed_map_index_info,0.092
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_fail_if_both_static_and_computed_column,0.107
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_map_key_index_info,0.109
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_not_indexed_column_index_info,0.065
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_list_nested_index_info,0.052
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_generate_field_info_for_public_final_columns,0.068
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_generate_field_info_for_objectBoolean,0.065
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_map_value_index_info,0.066
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_static_counter_column_type,0.081
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_normal_column_info,0.08
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_normal_column_type,0.074
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_frozen_list_index_info,0.078
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_partition_column_info,0.07
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_partition_column_type,0.053
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_fail_building_map_with_multiple_indices,0.041
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_frozen_column_info,0.1
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_fail_if_both_clustering_and_computed_column,0.04
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_computed_column_info,0.061
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_computed_column_type,0.051
Achilles,info.archinnov.achilles.internals.strategy.naming.SnakeCaseNamingTest,should_return_snake_case,0.267
Achilles,info.archinnov.achilles.internals.strategy.naming.SnakeCaseNamingTest,should_return_blank_name,0.001
Achilles,info.archinnov.achilles.internals.strategy.naming.SnakeCaseNamingTest,should_return_blank_name_on_null,0.0
Achilles,info.archinnov.achilles.internals.parser.validator.BeanValidatorTest,should_fail_validating_class_with_two_custom_constructors,1.81
Achilles,info.archinnov.achilles.internals.parser.validator.BeanValidatorTest,should_fail_validating_class_without_default_constructor,0.122
Achilles,info.archinnov.achilles.internals.parser.validator.BeanValidatorTest,should_fail_validating_an_abstract_class,0.069
Achilles,info.archinnov.achilles.internals.parser.validator.BeanValidatorTest,should_validate_entity_with_EntityCreator_constructor,0.425
Achilles,info.archinnov.achilles.internals.parser.validator.BeanValidatorTest,should_fail_validating_an_interface,0.102
Achilles,info.archinnov.achilles.internals.parser.validator.BeanValidatorTest,should_validate_immutable_entity,0.122
Achilles,info.archinnov.achilles.internals.codegen.index.IndexSelectDSLCodeGenTest,should_generate_indexed_select_dsl_class_with_udt,3.008
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_create_codec_for_json,3.593
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_fail_creating_JavaType_for_wildcard_type,0.381
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_fail_creating_codec_for_computed_if_target_type_not_matched,0.299
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_create_codec_for_string,0.431
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_create_codec_for_object_byte,0.289
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_create_codec_for_enumerated,0.238
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_create_codec_for_object_byte_array,0.292
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_create_codec_for_transformed_int,0.225
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_create_codec_for_json_map,0.251
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_create_native_codec_for_counter,0.143
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_create_codec_for_primitive_byte,0.165
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_create_native_codec_for_computed,0.194
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_create_custom_codec_for_counter,0.1
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_fail_create_custom_codec_for_counter_if_target_type_not_matched,0.065
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_create_codec_for_primitive_byte_array,0.079
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_create_codec_for_computed,0.089
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_create_JavaType_for_simple_type,0.06
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_create_JavaType_for_parameterized_type,0.1
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_create_JavaType_for_array_type,0.124
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_fail_creating_native_codec_for_computed_if_target_type_not_matched,0.193
Achilles,info.archinnov.achilles.type.TypedMapTest,should_build_typed_map_from_source,0.125
Achilles,info.archinnov.achilles.internals.strategy.naming.CaseSensitiveNamingTest,should_return_case_sensitive,0.198
Achilles,info.archinnov.achilles.internals.strategy.naming.CaseSensitiveNamingTest,should_return_blank_name,0.002
Achilles,info.archinnov.achilles.internals.strategy.naming.CaseSensitiveNamingTest,should_return_blank_name_on_null,0.002
Achilles,info.archinnov.achilles.script.ScriptExecutorTest,should_build_statements_from_lines,1.197
Achilles,info.archinnov.achilles.script.ScriptExecutorTest,should_load_script_as_lines,0.037
Achilles,info.archinnov.achilles.script.ScriptExecutorTest,should_execute_script,0.044
Achilles,info.archinnov.achilles.script.ScriptExecutorTest,should_build_batch_statements_from_lines,0.001
Achilles,info.archinnov.achilles.script.ScriptExecutorTest,should_build_create_function_statements_from_lines_syntax_1,0.002
Achilles,info.archinnov.achilles.script.ScriptExecutorTest,should_build_create_function_statements_from_lines_syntax_2,0.0
Achilles,info.archinnov.achilles.script.ScriptExecutorTest,should_build_create_function_statements_from_lines_syntax_3,0.001
Achilles,info.archinnov.achilles.script.ScriptExecutorTest,should_build_create_function_statements_from_lines_syntax_4,0.001
Achilles,info.archinnov.achilles.it.TestEntityWithSASIIndices,should_search_using_eq_non_tokenizer,15.438
Achilles,info.archinnov.achilles.it.TestEntityWithSASIIndices,should_search_using_like_non_tokenizer,0.411
Achilles,info.archinnov.achilles.it.TestEntityWithSASIIndices,should_search_using_end_with,0.347
Achilles,info.archinnov.achilles.it.TestEntityWithSASIIndices,should_search_using_like,0.313
Achilles,info.archinnov.achilles.it.TestEntityWithSASIIndices,should_search_using_prefix_non_tokenizer,0.441
Achilles,info.archinnov.achilles.it.TestEntityWithSASIIndices,should_search_using_contains,0.184
Achilles,info.archinnov.achilles.it.TestMultiClusteringEntityIT,should_delete_with_slice_on_last_clustering,15.477
Achilles,info.archinnov.achilles.it.TestMultiClusteringEntityIT,should_delete_by_partition_only,0.313
Achilles,info.archinnov.achilles.it.TestMultiClusteringEntityIT,should_delete_with_IN_clause_on_first_clustering,0.336
Achilles,info.archinnov.achilles.it.TestMultiClusteringEntityIT,should_delete_with_IN_clause_on_last_clustering,0.319
Achilles,info.archinnov.achilles.it.TestMultiClusteringEntityIT,should_update_with_IN_clause_on_last_clustering,0.392
Achilles,info.archinnov.achilles.it.TestMultiClusteringEntityIT,should_delete_with_IN_clause_on_all_clusterings,0.165
Achilles,info.archinnov.achilles.it.TestMultiClusteringEntityIT,should_delete_by_partition_and_first_clustering_column_range,0.327
Achilles,info.archinnov.achilles.it.TestMultiClusteringEntityIT,should_update_with_IN_clause_on_first_clustering,0.226
Achilles,info.archinnov.achilles.it.TestMultiClusteringEntityIT,should_update_with_IN_clause_on_all_clusterings,0.279
Achilles,info.archinnov.achilles.it.TestMultiClusteringEntityIT,should_delete_by_partition_and_first_clustering_column_only,0.179
Achilles,info.archinnov.achilles.it.TestMultiClusteringEntityIT,should_delete_with_slice_on_first_clustering,0.217
Achilles,info.archinnov.achilles.it.TestMultiClusteringEntityIT,should_delete_with_multi_columns_slice,0.365
Achilles,info.archinnov.achilles.it.TestViewSensorByType,should_native_query,14.006
Achilles,info.archinnov.achilles.it.TestViewSensorByType,should_select_by_slice,0.628
Achilles,info.archinnov.achilles.it.TestViewSensorByType,should_find_by_id,0.238
Achilles,info.archinnov.achilles.it.TestViewSensorByType,should_fail_if_mutation_statement_for_view,0.318
Achilles,info.archinnov.achilles.it.TestViewSensorByType,should_typed_query,0.418
Achilles,info.archinnov.achilles.it.TestFunctionCallsWithLiteralValuesIT,should_chain_function_calls_with_literal_value,15.395
Achilles,info.archinnov.achilles.it.TestFunctionCallsWithLiteralValuesIT,should_call_aggregate_with_literal_values,0.461
Achilles,info.archinnov.achilles.it.TestFunctionCallsWithLiteralValuesIT,should_call_textToLong_with_literal_value,0.22
Achilles,info.archinnov.achilles.it.TestEntityWithClusteringIT,should_select_with_allow_per_partition_limit,13.441
Achilles,info.archinnov.achilles.it.TestEntityWithNonFrozenUDTIT,should_update_udt_fields,14.518
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_entity_with_composite_partition_key,1.112
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_use_schema_generator_and_append_to_string,1.755
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_use_schema_generator,0.113
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_complex_counter,0.003
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_entity_with_clustering_columns,0.001
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_simple_entity,0.001
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_view,0.024
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_entity_with_static_column,0.004
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_complex_indices,0.001
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_entity_with_simple_partition_key,0.001
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_child_entity,0.002
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_complex_types,0.003
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_entity_with_static_counter_column,0.004
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_entity_with_static_annotations,0.001
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_entity_with_counter_column,0.002
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_udt,0.003
Achilles,info.archinnov.achilles.it.TestEntityWithDurationTypeIT,should_insert,13.556
Achilles,info.archinnov.achilles.it.TestEntityWithDurationTypeIT,should_find_by_id,0.322
Achilles,info.archinnov.achilles.it.TestEntityWithDurationTypeIT,should_dsl_select,0.416
Achilles,info.archinnov.achilles.it.TestUdtWithCaseSensitiveUDTIT,should_validate_schema,14.632
Achilles,info.archinnov.achilles.it.TestEntityForGroupByIT,should_select_sum_with_group_by_first_and_second_clustering,13.288
Achilles,info.archinnov.achilles.it.TestEntityForGroupByIT,should_select_using_token_function,0.573
Achilles,info.archinnov.achilles.it.TestEntityForGroupByIT,should_select_sum_group_by_partition_keys_and_one_clustering,0.344
Achilles,info.archinnov.achilles.it.TestEntityForGroupByIT,should_select_sum_with_group_by_second_clustering,0.339
Achilles,info.archinnov.achilles.it.TestEntityForGroupByIT,should_select_sum_with_group_by_first_clustering,0.261
Achilles,info.archinnov.achilles.it.TestEntityForGroupByIT,should_select_sum_group_by_partition_keys,0.317
Achilles,info.archinnov.achilles.embedded.CassandraEmbeddedServerBuilderTest,should_start_embedded_server_with_listen_and_rpc_address,17.795
Achilles,info.archinnov.achilles.embedded.PortFinderTest,try_to_find_first_port,0.238
Achilles,info.archinnov.achilles.it.bugs.TestEntityWithNonExistingKeyspaceIT,should_fail_if_entity_keyspace_does_not_exist,12.812
Achilles,info.archinnov.achilles.it.bugs.TestEntityWithByteBufferTypeIT,should_support_bytebuffer_type,13.493
Achilles,info.archinnov.achilles.it.bugs.ConsistencyLevelOrderingIT,should_override_cluster_consistency_config_by_achilles_consistency_setting,15.063
Achilles,info.archinnov.achilles.it.bugs.ConsistencyLevelOrderingIT,should_override_static_consistency_setting_by_runtime_value,0.385
Achilles,info.archinnov.achilles.it.bugs.ConsistencyLevelOrderingIT,should_override_cluster_consistency_level_by_consistency_level_map_value,0.429
Achilles,info.archinnov.achilles.it.bugs.ConsistencyLevelOrderingIT,should_override_consistency_level_map_value_by_static_consistency_setting,0.339
Achilles,info.archinnov.achilles.it.bugs.TestDSLUpdateWithTTLAndTimestamp,should_dsl_update_with_ttl,16.05
Achilles,info.archinnov.achilles.it.bugs.NativeCollectionsCodecIT,should_insert_list_long,14.109
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_select_with_iterator,14.573
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_list_appendAll,0.477
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_delete_if_exists,0.342
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_select_slice,0.519
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_list_append,0.299
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_select_using_schema_name_provider,0.548
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_select_with_token_value,0.223
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_select_with_options,0.556
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_select_one,0.178
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_set_addAll,0.259
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_list_set,0.273
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_set_setValue,0.17
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_set_remove,0.153
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_value_if_equal,0.472
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_list_setAtIndex,0.179
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_map_removeByKey,0.104
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_select_with_double_IN,0.325
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_map_put,0.334
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_map_set,0.218
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_value_if_exists,0.246
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_set_removeAll,0.158
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_delete_with_execution_info,0.293
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_list_removeAtIndex,0.337
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_list_prependAll,0.129
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_delete,0.124
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_map_addAll,0.112
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_with_schema_name,0.574
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_generate_query_string_and_encoded_values,0.104
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_set_add,0.166
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_value_with_execution_info,0.116
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_select_slice_with_execution_info,0.465
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_list_remove_single,0.19
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_list_prepend,0.153
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_delete_generate_query_string_and_encoded_values,0.072
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_list_removeAll,0.245
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_delete_with_options,0.298
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_select_generate_query_string_and_encoded_values,0.261
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_with_options,0.236
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_delete_with_schema_name,0.312
Achilles,info.archinnov.achilles.it.TestALLEntityAsChild,should_dsl_select_one,13.047
Achilles,info.archinnov.achilles.it.TestALLEntityAsChild,should_delete_by_id,0.257
Achilles,info.archinnov.achilles.it.TestALLEntityAsChild,should_delete_entity_generate_query_and_bound_values,0.308
Achilles,info.archinnov.achilles.it.TestALLEntityAsChild,should_insert,0.272
Achilles,info.archinnov.achilles.it.TestALLEntityAsChild,should_find_by_id,0.236
Achilles,info.archinnov.achilles.it.TestALLEntityAsChild,should_dsl_delete,0.22
Achilles,info.archinnov.achilles.it.TestALLEntityAsChild,should_dsl_update_child_value,0.277
Achilles,info.archinnov.achilles.it.TestALLEntityAsChild,should_insert_generate_query_and_bound_values,0.149
Achilles,info.archinnov.achilles.it.bugs.TestEntityWithCaseSensitivePKIT,should_dsl_select_with_token_value,14.054
Achilles,info.archinnov.achilles.it.bugs.TestEntityWithCaseSensitivePKIT,should_insert_and_find,0.306
Achilles,info.archinnov.achilles.it.bugs.TestEntityWithCaseSensitivePKIT,should_insert_and_delete,0.274
Achilles,info.archinnov.achilles.it.bugs.TestEntityWithCaseSensitivePKIT,should_dsl_delete,0.416
Achilles,info.archinnov.achilles.it.bugs.TestEntityWithCaseSensitivePKIT,should_dsl_select,0.249
Achilles,info.archinnov.achilles.it.bugs.TestEntityWithCaseSensitivePKIT,should_dsl_update,0.315
Achilles,info.archinnov.achilles.it.bugs.TestEntityWithCaseSensitivePKIT,should_dsl_select_with_tuple_relations,0.19
Achilles,info.archinnov.achilles.it.TestEntityWithCustomConstructor,should_dsl_select_one,13.533
Achilles,info.archinnov.achilles.it.TestEntityWithCustomConstructor,should_find_by_id,0.323
Achilles,info.archinnov.achilles.it.TestEntityWithCustomConstructor,should_typed_query,0.328
Achilles,info.archinnov.achilles.it.TestEntityWithStaticCounterColumn,should_dsl_update_static,15.04
Achilles,info.archinnov.achilles.it.TestEntityWithStaticCounterColumn,should_delete_by_id,0.971
Achilles,info.archinnov.achilles.it.TestEntityWithStaticCounterColumn,should_find,0.218
Achilles,info.archinnov.achilles.it.TestEntityWithStaticCounterColumn,should_delete_instance,0.324
Achilles,info.archinnov.achilles.it.TestEntityWithStaticCounterColumn,should_dsl_delete_static,0.344
Achilles,info.archinnov.achilles.it.TestTypedQueries,should_perform_regular_typed_query,13.888
Achilles,info.archinnov.achilles.it.TestTypedQueries,should_fail_regular_typed_query_if_not_SELECT_statement,0.245
Achilles,info.archinnov.achilles.it.TestTypedQueries,should_iterate_regular_typed_query,0.436
Achilles,info.archinnov.achilles.it.TestTypedQueries,should_perform_bound_statement_typed_query,0.283
Achilles,info.archinnov.achilles.it.TestTypedQueries,should_limit_displayed_returned_results,0.276
Achilles,info.archinnov.achilles.it.TestTypedQueries,should_fail_regular_typed_query_if_table_not_correspond,0.199
Achilles,info.archinnov.achilles.it.TestTypedQueries,should_perform_prepared_typed_query,0.164
Achilles,info.archinnov.achilles.it.bugs.TestOverridingSchemaNameProvider,should_dsl_update_using_runtime_schema_name,15.815
Achilles,info.archinnov.achilles.it.bugs.TestOverridingSchemaNameProvider,should_dsl_select_using_runtime_schema_name,0.463
Achilles,info.archinnov.achilles.it.bugs.TestOverridingSchemaNameProvider,should_delete_using_runtime_schema_name,0.538
Achilles,info.archinnov.achilles.it.bugs.TestOverridingSchemaNameProvider,should_find_using_default_schema_name,0.183
Achilles,info.archinnov.achilles.it.bugs.TestOverridingSchemaNameProvider,should_insert_with_default_schema_name_provider,0.371
Achilles,info.archinnov.achilles.it.bugs.TestOverridingSchemaNameProvider,should_dsl_delete_using_default_schema_name,0.301
Achilles,info.archinnov.achilles.it.bugs.TestOverridingSchemaNameProvider,should_insert_with_overriden_schema_name_provider,0.213
Achilles,info.archinnov.achilles.it.bugs.TestOverridingSchemaNameProvider,should_dsl_update_using_default_schema_name,0.332
Achilles,info.archinnov.achilles.it.bugs.TestOverridingSchemaNameProvider,should_dsl_select_using_default_schema_name,0.225
Achilles,info.archinnov.achilles.it.bugs.TestOverridingSchemaNameProvider,should_find_using_runtime_schema_name,0.162
Achilles,info.archinnov.achilles.it.bugs.TestOverridingSchemaNameProvider,should_delete_using_default_schema_name,0.305
Achilles,info.archinnov.achilles.it.bugs.TestOverridingSchemaNameProvider,should_dsl_delete_using_runtime_schema_name,0.184
Achilles,info.archinnov.achilles.it.bugs.TestEntityHavingUDTWithNoKeyspaceIT,should_bootstrap_achilles_correctly,14.092
Achilles,info.archinnov.achilles.it.bugs.TestCopyAllOptionsFromRegularStatementForTypedQuery,should_use_type_query_with_fetch_size,14.326
Achilles,info.archinnov.achilles.it.TestEntityWithComplexTuple,should_find,0.191
Achilles,info.archinnov.achilles.it.TestEntityWithComplexTuple,should_insert,0.047
Achilles,info.archinnov.achilles.it.TestAsyncDSLSimpleEntity,should_dsl_select_slice_async,14.103
Achilles,info.archinnov.achilles.it.TestAsyncDSLSimpleEntity,should_dsl_delete_async,0.32
Achilles,info.archinnov.achilles.it.TestAsyncDSLSimpleEntity,should_dsl_update_value_async,0.479
Achilles,info.archinnov.achilles.it.TestEntityWithCompositePartitionKey,should_dsl_select_using_token_function,14.276
Achilles,info.archinnov.achilles.it.TestEntityWithCompositePartitionKey,should_dsl_select_with_token_value,0.549
Achilles,info.archinnov.achilles.it.TestEntityWithCompositePartitionKey,should_find,0.343
Achilles,info.archinnov.achilles.it.TestEntityWithCompositePartitionKey,should_insert,0.24
Achilles,info.archinnov.achilles.it.TestEntityWithCompositePartitionKey,should_dsl_select_with_IN_clause,0.29
Achilles,info.archinnov.achilles.it.TestEntityWithStaticColumn,should_dsl_update_static,15.151
Achilles,info.archinnov.achilles.it.TestEntityWithStaticColumn,should_insert_static,0.335
Achilles,info.archinnov.achilles.it.TestEntityWithStaticColumn,should_find,0.268
Achilles,info.archinnov.achilles.it.TestEntityWithStaticColumn,should_insert,0.268
Achilles,info.archinnov.achilles.it.TestEntityWithStaticColumn,should_dsl_delete_static,0.278
Achilles,info.archinnov.achilles.it.TestEntityWithStaticColumn,should_update,0.251
Achilles,info.archinnov.achilles.it.TestEntityWithStaticColumn,should_insert_static_if_not_exist,0.194
Achilles,info.archinnov.achilles.it.TestEntityWithStaticColumn,should_insert_static_with_insert_strategy,0.254
Achilles,info.archinnov.achilles.it.TestEntityWithStaticColumn,should_dsl_select_static,0.204
Achilles,info.archinnov.achilles.it.TestEntityWithStaticColumn,should_update_static,0.239
Achilles,info.archinnov.achilles.it.bugs.TestEntityWithNestedUdtIT,should_insert_nested_udt,14.592
Achilles,info.archinnov.achilles.it.bugs.TestEntityWithNestedUdtIT,should_update_nested_udt,0.483
Achilles,info.archinnov.achilles.it.bugs.TestEntityWithNestedUdtIT,should_select_some_udt_columns,0.326
Achilles,info.archinnov.achilles.it.TestEntityWithComplexCounter,should_dsl_update_codec_counter,14.166
Achilles,info.archinnov.achilles.it.TestEntityWithComplexCounter,should_find,0.407
Achilles,info.archinnov.achilles.it.bugs.PrimitiveAsClusteringColumnIT,should_select_dsl,14.007
Achilles,info.archinnov.achilles.it.TestAsyncCRUDSimpleEntity,should_find_by_id_async,14.462
Achilles,info.archinnov.achilles.it.TestAsyncCRUDSimpleEntity,should_insert_async,0.442
Achilles,info.archinnov.achilles.it.TestAsyncCRUDSimpleEntity,should_delete_instance_async,0.381
Achilles,info.archinnov.achilles.it.TestEntityWithComplexTypes,should_find,14.095
Achilles,info.archinnov.achilles.it.TestEntityWithComplexTypes,should_insert,0.922
Achilles,info.archinnov.achilles.it.TestEntityWithComplexTypes,should_dsl_select,0.268
Achilles,info.archinnov.achilles.it.bugs.TestEntityWithNonExistingTableIT,should_fail_if_entity_table_does_not_exist,13.36
Achilles,info.archinnov.achilles.it.bugs.TestNotUsePrimitiveArrayCodecs,should_insert_udt_with_collections_primitive,14.127
Achilles,info.archinnov.achilles.it.bugs.ValidateSchemaIT,should_fail_validating_schema_when_partition_key_missing,13.234
Achilles,info.archinnov.achilles.it.bugs.ValidateSchemaIT,should_fail_validating_schema_when_static_column_missing,0.489
Achilles,info.archinnov.achilles.it.bugs.ValidateSchemaIT,should_fail_validating_schema_when_clustering_column_missing,0.536
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_delete_with_equal_condition,13.083
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_delete_by_id_with_execution_info,0.264
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_insert_with_schema_name_provider,0.595
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_find_with_async_listeners,0.17
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_delete_by_id_generate_query_and_bound_values,0.197
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_delete_with_schema_name_provider,0.716
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_insert_if_not_exists,0.309
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_delete_by_id,0.203
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_insert_with_downgrading_consistency,0.238
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_delete_entity_generate_query_and_bound_values,0.215
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,0.175
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_insert,0.244
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_insert_with_ttl,1.288
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_insert_with_execution_info,0.111
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_delete_with_not_equal_condition,0.328
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_find_by_id,0.192
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_find_by_id_with_execution_info,0.101
