project,testClassName,testMethodName,test_name,flaky,assertion-roulette,conditional-test-logic,eager-test,fire-and-forget,indirect-testing,mystery-guest,resource-optimism,test-run-war,ExecutionTime,testLength,numAsserts,numCoveredLines,projectSourceLinesCovered,projectSourceClassesCovered,hIndexModificationsPerCoveredLine_window5,hIndexModificationsPerCoveredLine_window10,hIndexModificationsPerCoveredLine_window25,hIndexModificationsPerCoveredLine_window50,hIndexModificationsPerCoveredLine_window75,hIndexModificationsPerCoveredLine_window100,hIndexModificationsPerCoveredLine_window500,hIndexModificationsPerCoveredLine_window10000,num_third_party_libs
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest,should_build_entity_with_clustering_column,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest.should_build_entity_with_clustering_column,0,0,0,0,0,0,0,0,0,0.103,14,1,19,127,44,0,0,0,0,0,1,3,3,15.0
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_computed_column_type,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_build_computed_column_type,0,0,0,0,0,0,0,0,0,0.051,15,1,11,35,10,0,0,0,0,0,0,3,3,4.0
Achilles,info.archinnov.achilles.internals.parser.EntityParserTest,should_fail_because_no_matching_field_name_for_constructor_param_javac,info.archinnov.achilles.internals.parser.EntityParserTest.should_fail_because_no_matching_field_name_for_constructor_param_javac,0,0,0,0,0,0,0,0,0,0.085,15,0,20,97,38,0,0,0,0,0,1,3,3,5.0
Achilles,info.archinnov.achilles.internals.utils.TypeNameHelperTest,should_convert_type_name_to_string,info.archinnov.achilles.internals.utils.TypeNameHelperTest.should_convert_type_name_to_string,0,1,0,0,0,1,0,0,0,0.707,23,7,14,347,3,0,0,0,0,0,1,4,4,5.0
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_fail_if_both_partition_and_clustering_column,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_fail_if_both_partition_and_clustering_column,0,0,0,0,0,0,0,0,0,0.053,16,0,10,31,10,0,0,0,0,0,0,3,3,6.0
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_generate_field_info_for_UpperCase,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_generate_field_info_for_UpperCase,0,0,0,0,0,0,0,0,0,0.151,19,1,5,55,16,0,0,0,0,0,0,2,2,5.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_enumerated_type,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_enumerated_type,0,1,0,0,0,0,0,0,0,0.214,18,2,10,83,29,0,0,0,0,0,0,2,2,3.0
Achilles,info.archinnov.achilles.internals.parser.FunctionParserTest,should_fail_parsing_function_with_void_return_type,info.archinnov.achilles.internals.parser.FunctionParserTest.should_fail_parsing_function_with_void_return_type,0,0,0,0,0,0,0,0,0,0.19,8,0,6,59,19,0,0,0,0,0,1,3,3,8.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_map_of_double_array,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_map_of_double_array,0,1,0,0,0,0,0,0,0,0.065,18,2,10,95,31,0,0,0,0,0,1,2,2,3.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_computed_field_with_codec,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_computed_field_with_codec,0,1,0,0,0,0,0,0,0,0.091,20,2,14,111,33,0,0,0,0,0,1,3,3,4.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_object_byte_array,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_object_byte_array,0,1,0,0,0,0,0,0,0,0.099,18,2,15,89,29,0,0,0,0,0,0,2,2,13.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_jdk8_zoned_date_time,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_jdk8_zoned_date_time,0,1,0,0,0,0,0,0,0,0.077,19,2,15,110,31,0,0,0,0,0,1,3,3,13.0
Achilles,info.archinnov.achilles.internals.parser.AnnotationTreeTest,should_build_treemap_for_codec_annotation_javac,info.archinnov.achilles.internals.parser.AnnotationTreeTest.should_build_treemap_for_codec_annotation_javac,0,1,0,1,0,0,0,0,0,0.462,30,5,4,25,10,0,0,0,0,0,0,2,2,0.0
Achilles,info.archinnov.achilles.internals.parser.AnnotationTreeTest,should_build_treemap_for_clustering_column_annotation_java,info.archinnov.achilles.internals.parser.AnnotationTreeTest.should_build_treemap_for_clustering_column_annotation_java,0,1,0,1,0,0,0,0,0,0.35,30,4,3,36,8,0,0,0,0,0,0,2,2,0.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_tuple4,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_tuple4,0,1,0,0,0,0,0,0,0,0.341,21,2,10,81,32,0,0,0,0,0,1,2,2,5.0
Achilles,info.archinnov.achilles.internals.parser.FunctionParserTest,should_fail_parsing_function_OpsCenter_keyspace_name,info.archinnov.achilles.internals.parser.FunctionParserTest.should_fail_parsing_function_OpsCenter_keyspace_name,0,0,0,0,0,0,0,0,0,0.191,8,0,7,28,12,0,0,0,0,0,0,1,1,1.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_fail_parsing_SASI_on_set,info.archinnov.achilles.internals.parser.FieldParserTest.should_fail_parsing_SASI_on_set,0,0,0,0,0,0,0,0,0,0.09,24,0,20,104,37,0,0,0,0,0,1,3,3,16.0
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_list_not_index_info,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_build_list_not_index_info,0,0,0,0,0,0,0,0,0,0.078,17,1,4,27,12,0,0,0,0,0,0,3,3,1.0
Achilles,info.archinnov.achilles.type.TypedMapTest,should_build_typed_map_from_source,info.archinnov.achilles.type.TypedMapTest.should_build_typed_map_from_source,0,1,0,1,0,0,0,0,0,0.125,11,2,6,7,1,0,0,0,0,0,0,1,1,3.0
Achilles,info.archinnov.achilles.internals.parser.validator.cassandra3_0.BeanValidator3_0Test,should_fail_validating_view_without_base_entity,info.archinnov.achilles.internals.parser.validator.cassandra3_0.BeanValidator3_0Test.should_fail_validating_view_without_base_entity,0,0,0,0,0,0,0,0,0,3.1,13,0,32,628,131,0,0,0,1,1,2,4,4,13.0
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_fail_if_both_clustering_and_static_column,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_fail_if_both_clustering_and_static_column,0,0,0,0,0,0,0,0,0,2.565,16,0,9,548,101,0,0,0,1,1,2,4,4,4.0
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_frozen_list_index_info,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_build_frozen_list_index_info,0,0,0,0,0,0,0,0,0,0.078,18,1,12,45,15,0,0,0,0,0,0,3,3,4.0
Achilles,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest,should_fail_on_invalidTypeNestedType,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest.should_fail_on_invalidTypeNestedType,0,1,0,0,0,1,0,0,0,0.18,10,2,8,18,3,0,0,0,0,0,1,2,2,9.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_string_type,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_string_type,0,1,0,0,0,0,0,0,0,0.054,18,2,15,96,31,0,0,0,0,0,1,3,3,13.0
Achilles,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest,should_fail_validating_index_depth_gt_2,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest.should_fail_validating_index_depth_gt_2,0,0,0,0,0,0,0,0,0,0.092,15,0,5,22,11,0,0,0,0,0,0,2,2,5.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_fail_parsing_SASI_lowercase_But_NotAnalyzed,info.archinnov.achilles.internals.parser.FieldParserTest.should_fail_parsing_SASI_lowercase_But_NotAnalyzed,0,0,0,0,0,0,0,0,0,0.048,24,0,18,109,36,0,0,0,0,0,1,3,3,16.0
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest,should_fail_building_class_with_wrong_composite_partition_key_order,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest.should_fail_building_class_with_wrong_composite_partition_key_order,0,0,0,0,0,0,0,0,0,0.208,13,0,18,95,38,0,0,0,0,0,1,3,3,13.0
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest,should_build_entity_with_complex_types,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest.should_build_entity_with_complex_types,0,0,0,0,0,0,0,0,0,0.595,14,1,14,114,46,0,0,0,0,0,1,3,3,7.0
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_create_codec_for_json,info.archinnov.achilles.internals.parser.CodecFactoryTest.should_create_codec_for_json,0,1,0,0,0,0,0,0,0,3.593,17,3,30,567,110,0,0,0,1,1,2,4,4,5.0
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest,should_build_entity_with_complex_counter_types,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest.should_build_entity_with_complex_counter_types,0,0,0,0,0,0,0,0,0,0.138,14,1,16,115,45,0,0,0,0,0,1,3,3,9.0
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest,should_build_entity_with_counter_column,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest.should_build_entity_with_counter_column,0,0,0,0,0,0,0,0,0,0.113,14,1,27,159,43,0,0,0,0,0,1,3,3,16.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_codec_from_registry,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_codec_from_registry,0,1,0,0,0,0,0,0,0,0.07,27,2,11,110,35,0,0,0,0,0,1,3,3,3.0
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_generate_field_info_for_objectBoolean,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_generate_field_info_for_objectBoolean,0,0,0,0,0,0,0,0,0,0.065,18,1,7,43,17,0,0,0,0,0,0,2,2,6.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_optional_string,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_optional_string,0,1,0,0,0,0,0,0,0,0.162,27,2,11,111,35,0,0,0,0,0,1,2,2,3.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_non_frozen_udt,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_non_frozen_udt,0,1,0,0,0,0,0,0,0,0.061,21,2,9,109,39,0,0,0,0,0,1,2,2,9.0
Achilles,info.archinnov.achilles.internals.parser.validator.cassandra3_0.BeanValidator3_0Test,should_fail_validating_view_because_missing_base_pk,info.archinnov.achilles.internals.parser.validator.cassandra3_0.BeanValidator3_0Test.should_fail_validating_view_because_missing_base_pk,0,0,0,0,0,0,0,0,0,0.163,13,0,13,108,45,0,0,0,0,0,1,3,3,8.0
Achilles,info.archinnov.achilles.internals.parser.FunctionParserTest,should_fail_parsing_function_forbidden_keyspace_name,info.archinnov.achilles.internals.parser.FunctionParserTest.should_fail_parsing_function_forbidden_keyspace_name,0,0,0,0,0,0,0,0,0,0.041,8,0,7,28,12,0,0,0,0,0,0,1,1,1.0
Achilles,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest,should_validate_tuple3,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest.should_validate_tuple3,0,0,0,0,0,1,0,0,0,0.003,5,0,4,17,3,0,0,0,0,0,1,2,2,5.0
Achilles,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest,should_validate_primitiveByte,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest.should_validate_primitiveByte,0,0,0,0,0,0,0,0,0,0.006,4,0,3,5,3,0,0,0,0,0,1,1,1,3.0
Achilles,info.archinnov.achilles.internals.parser.validator.cassandra3_0.BeanValidator3_0Test,should_fail_validating_view_because_more_than_1_non_pk,info.archinnov.achilles.internals.parser.validator.cassandra3_0.BeanValidator3_0Test.should_fail_validating_view_because_more_than_1_non_pk,0,0,0,0,0,0,0,0,0,0.133,13,0,13,108,45,0,0,0,0,0,1,3,3,8.0
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_normal_column_type,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_build_normal_column_type,0,0,0,0,0,0,0,0,0,0.074,15,1,11,34,10,0,0,0,0,0,0,3,3,4.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_list_nesting,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_list_nesting,0,1,0,0,0,0,0,0,0,0.196,18,2,17,99,31,0,0,0,0,0,1,3,3,13.0
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_fail_if_both_static_and_computed_column,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_fail_if_both_static_and_computed_column,0,0,0,0,0,0,0,0,0,0.107,16,0,9,32,10,0,0,0,0,0,0,3,3,4.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_tuple3,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_tuple3,0,1,0,0,0,0,0,0,0,0.435,21,2,10,81,32,0,0,0,0,0,1,2,2,5.0
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest,should_build_entity_with_custom_constructor,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest.should_build_entity_with_custom_constructor,0,0,0,0,0,1,0,0,0,0.228,18,1,22,132,45,0,0,0,0,0,1,3,3,17.0
Achilles,info.archinnov.achilles.internals.parser.EntityParserTest,should_fail_because_incorrect_field_type_for_declared_constructor_param_javac,info.archinnov.achilles.internals.parser.EntityParserTest.should_fail_because_incorrect_field_type_for_declared_constructor_param_javac,0,0,0,0,0,0,0,0,0,0.14,15,0,20,97,38,0,0,0,0,0,1,3,3,5.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_fail_parsing_codec_from_registry,info.archinnov.achilles.internals.parser.FieldParserTest.should_fail_parsing_codec_from_registry,0,0,0,0,0,0,0,0,0,0.186,16,0,7,50,20,0,0,0,0,0,1,2,2,5.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_timeuuid,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_timeuuid,0,1,0,0,0,0,0,0,0,0.103,22,2,15,110,31,0,0,0,0,0,1,3,3,13.0
Achilles,info.archinnov.achilles.internals.parser.AnnotationTreeTest,should_build_trees_map_for_level1_nesting_javac,info.archinnov.achilles.internals.parser.AnnotationTreeTest.should_build_trees_map_for_level1_nesting_javac,0,1,0,1,0,0,0,0,0,0.24,44,8,3,15,8,0,0,0,0,0,0,2,2,0.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_json_type,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_json_type,0,1,0,0,0,0,0,0,0,0.087,18,2,10,76,29,0,0,0,0,0,0,2,2,5.0
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_create_JavaType_for_simple_type,info.archinnov.achilles.internals.parser.CodecFactoryTest.should_create_JavaType_for_simple_type,0,0,0,0,0,0,0,0,0,0.06,9,1,1,9,4,0,0,0,0,0,0,1,1,1.0
Achilles,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest,should_fail_for_non_frozen_udtValue,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest.should_fail_for_non_frozen_udtValue,0,0,0,0,0,0,0,0,0,0.319,17,0,4,26,10,0,0,0,0,0,0,1,1,4.0
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest,should_fail_building_view_meta_with_entity_annotation,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest.should_fail_building_view_meta_with_entity_annotation,0,0,0,0,0,0,0,0,0,0.093,14,0,22,99,35,0,0,0,0,0,1,3,3,13.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_simple_codec_from_registry,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_simple_codec_from_registry,0,1,0,0,0,0,0,0,0,0.143,26,2,11,110,34,0,0,0,0,0,1,2,2,3.0
Achilles,info.archinnov.achilles.internals.parser.EntityParserTest,should_generate_meta_signature_for_view_javac,info.archinnov.achilles.internals.parser.EntityParserTest.should_generate_meta_signature_for_view_javac,0,0,0,0,0,0,0,0,0,0.151,21,1,18,122,44,0,0,0,0,0,1,3,3,7.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_fail_parsing_SASI_analyzed_but_not_string,info.archinnov.achilles.internals.parser.FieldParserTest.should_fail_parsing_SASI_analyzed_but_not_string,0,0,0,0,0,0,0,0,0,0.043,26,0,19,104,36,0,0,0,0,0,1,3,3,16.0
Achilles,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest,should_fail_on_invalidType,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest.should_fail_on_invalidType,0,1,0,0,0,1,0,0,0,0.002,8,2,6,11,3,0,0,0,0,0,1,1,1,9.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_fail_parsing_static_column_in_udt,info.archinnov.achilles.internals.parser.FieldParserTest.should_fail_parsing_static_column_in_udt,0,0,0,0,0,0,0,0,0,0.054,23,0,15,109,39,0,0,0,0,0,1,3,3,16.0
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest,should_build_entity_with_custom_constructor_with_declared_fields,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest.should_build_entity_with_custom_constructor_with_declared_fields,0,0,0,0,0,1,0,0,0,0.061,18,1,22,132,45,0,0,0,0,0,1,3,3,17.0
Achilles,info.archinnov.achilles.internals.parser.EntityParserTest,should_fail_because_incorrect_field_type_for_constructor_param_javac,info.archinnov.achilles.internals.parser.EntityParserTest.should_fail_because_incorrect_field_type_for_constructor_param_javac,0,0,0,0,0,0,0,0,0,0.085,15,0,20,97,38,0,0,0,0,0,1,3,3,5.0
Achilles,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest,should_fail_on_invalidWildCard,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest.should_fail_on_invalidWildCard,0,1,0,0,0,1,0,0,0,0.002,10,2,8,22,3,0,0,0,0,0,1,2,2,9.0
Achilles,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest,should_not_fail_for_non_frozen_tuple_tupleValue,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest.should_not_fail_for_non_frozen_tuple_tupleValue,0,0,0,0,0,0,0,0,0,0.132,14,0,4,27,10,0,0,0,0,0,0,2,2,4.0
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest,should_build_entity_with_computed_column,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest.should_build_entity_with_computed_column,0,0,0,0,0,0,0,0,0,3.018,14,1,38,623,131,0,0,0,1,1,2,4,4,8.0
Achilles,info.archinnov.achilles.internals.parser.FunctionParserTest,should_parse_function,info.archinnov.achilles.internals.parser.FunctionParserTest.should_parse_function,0,1,0,0,0,0,0,0,0,0.085,34,13,7,83,20,0,0,0,0,0,1,3,3,8.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_nested_tuple,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_nested_tuple,0,1,0,0,0,0,0,0,0,0.09,18,2,17,97,31,0,0,0,0,0,1,3,3,13.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_fail_parsing_SASI_lowercase_But_Not_String,info.archinnov.achilles.internals.parser.FieldParserTest.should_fail_parsing_SASI_lowercase_But_Not_String,0,0,0,0,0,0,0,0,0,0.039,24,0,19,104,36,0,0,0,0,0,1,3,3,16.0
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_generate_field_info_for_public_final_columns,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_generate_field_info_for_public_final_columns,0,0,0,0,0,0,0,0,0,0.068,21,1,9,62,18,0,0,0,0,0,0,2,2,7.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_tuple_nesting,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_tuple_nesting,0,1,0,0,0,0,0,0,0,0.096,18,2,17,97,31,0,0,0,0,0,1,3,3,14.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_nested_int_array,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_nested_int_array,0,1,0,0,0,0,0,0,0,0.051,18,2,12,102,31,0,0,0,0,0,1,2,2,4.0
Achilles,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest,should_validate_index_depth_2,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest.should_validate_index_depth_2,0,0,0,0,0,0,0,0,0,0.231,14,0,6,30,11,0,0,0,0,0,0,2,2,5.0
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_partition_column_info,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_build_partition_column_info,0,0,0,0,0,0,0,0,0,0.07,16,1,8,48,12,0,0,0,0,0,0,3,3,7.0
Achilles,info.archinnov.achilles.internals.parser.FunctionParserTest,should_parse_functions_with_complex_types_javac,info.archinnov.achilles.internals.parser.FunctionParserTest.should_parse_functions_with_complex_types_javac,0,1,0,0,0,0,0,0,0,0.134,138,76,11,167,25,0,0,0,0,0,1,2,2,8.0
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_static_counter_column_type,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_build_static_counter_column_type,0,0,0,0,0,0,0,0,0,0.081,16,1,11,35,10,0,0,0,0,0,0,3,3,4.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_primitive_boolean,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_primitive_boolean,0,1,0,0,0,0,0,0,0,0.084,18,2,15,92,30,0,0,0,0,0,0,3,3,13.0
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_fail_creating_JavaType_for_wildcard_type,info.archinnov.achilles.internals.parser.CodecFactoryTest.should_fail_creating_JavaType_for_wildcard_type,0,0,0,0,0,0,0,0,0,0.381,8,0,0,9,4,0,0,0,0,0,0,1,1,
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_complex_nested_map,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_complex_nested_map,0,1,0,0,0,0,0,0,0,0.132,25,2,11,85,32,0,0,0,0,0,1,2,2,4.0
Achilles,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest,should_fail_for_non_frozen_map_udtValue,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest.should_fail_for_non_frozen_map_udtValue,0,0,0,0,0,0,0,0,0,0.118,18,0,5,31,10,0,0,0,0,0,0,1,1,4.0
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_fail_if_both_partition_and_computed_column,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_fail_if_both_partition_and_computed_column,0,0,0,0,0,0,0,0,0,0.052,16,0,10,31,10,0,0,0,0,0,0,3,3,6.0
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_fail_creating_native_codec_for_computed_if_target_type_not_matched,info.archinnov.achilles.internals.parser.CodecFactoryTest.should_fail_creating_native_codec_for_computed_if_target_type_not_matched,0,0,0,0,0,0,0,0,0,0.193,16,0,11,35,15,0,0,0,0,0,0,2,2,3.0
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_map_entry_index_info,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_build_map_entry_index_info,0,0,0,0,0,0,0,0,0,0.133,18,1,8,44,15,0,0,0,0,0,0,3,3,3.0
Achilles,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest,should_fail_for_non_frozen_list_udt,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest.should_fail_for_non_frozen_list_udt,0,0,0,0,0,0,0,0,0,0.056,18,0,5,30,10,0,0,0,0,0,0,1,1,4.0
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_object_boolean,info.archinnov.achilles.internals.parser.FieldParserTest.should_parse_object_boolean,0,1,0,0,0,0,0,0,0,0.049,18,2,15,96,31,0,0,0,0,0,1,3,3,13.0
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_computed_column_info,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_build_computed_column_info,0,0,0,0,0,0,0,0,0,0.061,18,1,10,50,12,0,0,0,0,0,0,3,3,3.0
Achilles,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest,should_validate_index_depth_1,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest.should_validate_index_depth_1,0,0,0,0,0,0,0,0,0,0.234,14,0,5,39,11,0,0,0,0,0,0,2,2,5.0
Achilles,info.archinnov.achilles.internals.parser.validator.BeanValidatorTest,should_fail_validating_an_abstract_class,info.archinnov.achilles.internals.parser.validator.BeanValidatorTest.should_fail_validating_an_abstract_class,0,0,0,0,0,0,0,0,0,0.069,8,0,2,9,4,0,0,0,0,0,0,1,1,1.0
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest,should_fail_building_view_meta_with_static_column,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest.should_fail_building_view_meta_with_static_column,0,0,0,0,0,0,0,0,0,0.161,14,0,29,113,40,0,0,0,0,0,1,3,3,14.0
Achilles,info.archinnov.achilles.internals.codegen.index.IndexSelectDSLCodeGenTest,should_generate_indexed_select_dsl_class_with_udt,info.archinnov.achilles.internals.codegen.index.IndexSelectDSLCodeGenTest.should_generate_indexed_select_dsl_class_with_udt,0,1,0,0,0,0,0,0,0,3.008,34,2,12,662,140,0,0,0,1,1,2,4,4,8.0
Achilles,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest,should_fail_for_non_frozen_map_listKey,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest.should_fail_for_non_frozen_map_listKey,0,0,0,0,0,0,0,0,0,0.206,18,0,4,28,10,0,0,0,0,0,0,1,1,4.0
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_counter_column_type,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_build_counter_column_type,0,0,0,0,0,0,0,0,0,0.182,16,1,11,36,10,0,0,0,0,0,0,3,3,4.0
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_list_index_info,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_build_list_index_info,0,0,0,0,0,0,0,0,0,0.122,16,1,8,45,15,0,0,0,0,0,0,3,3,3.0
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_map_key_index_info,info.archinnov.achilles.internals.parser.FieldInfoParserTest.should_build_map_key_index_info,0,0,0,0,0,0,0,0,0,0.109,18,1,8,33,15,0,0,0,0,0,0,3,3,3.0
Achilles,info.archinnov.achilles.internals.parser.AnnotationTreeTest,should_build_trees_json_map_javac,info.archinnov.achilles.internals.parser.AnnotationTreeTest.should_build_trees_json_map_javac,0,1,0,1,0,0,0,0,0,2.856,28,3,2,527,99,0,0,0,1,1,2,4,4,0.0
