project,testClassName,testMethodName,assertion-roulette,conditional-test-logic,eager-test,fire-and-forget,indirect-testing,mystery-guest,resource-optimism,test-run-war,Unnamed: 11
Achilles,info.archinnov.achilles.internals.parser.validator.cassandra3_0.BeanValidator3_0Test,should_fail_validating_view_because_column_not_correct_type,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_frozen_column_info,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_fail_parsing_SASI_stemming_But_NonTokeninzingAnalyzer,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest,should_fail_building_class_with_no_partition_key,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_create_codec_for_json_map,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_generate_field_info_for_consistencyLevel,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_tuple2,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_json_codec_from_registry,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest,should_fail_for_non_frozen_list_udtValue,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.validator.BeanValidatorTest,should_fail_validating_an_interface,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.EntityParserTest,should_fail_because_not_public_final_field_type_for_immutable_constructor_param_javac,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest,should_not_fail_for_non_frozen_tuple_udtValue,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest,should_build_entity_with_implicit_field_parsing,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest,should_build_entity_with_static_annotations,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_fail_if_both_clustering_and_computed_column,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_list_nested_index_info,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest,should_validate_index_depth_2_as_map_key,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_primitive_byte_array,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_jdk8_local_time,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest,should_build_inherited_entity,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_json_map,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_runtime_codec,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest,should_fail_for_non_frozen_map_udt,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_create_codec_for_computed,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.strategy.naming.CaseSensitiveNamingTest,should_return_blank_name,0,0,0,0,1,0,0,0,
Achilles,info.archinnov.achilles.internals.strategy.naming.CaseSensitiveNamingTest,should_return_blank_name_on_null,0,0,0,0,1,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_field_with_case_sensitive_overriden_name,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_generate_field_info_for_column_with_no_setter,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FunctionParserTest,should_parse_functions_with_complex_return_types_javac,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest,should_validate_tuple2,0,0,0,0,1,0,0,0,
Achilles,info.archinnov.achilles.internals.codegen.dsl.select.SelectDSLCodeGenTest,should_generate_select_dsl_class_for_udt_as_clustering,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest,should_build_entity_with_composite_partition_key,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_fail_parsing_SASI_on_list,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_clustering_column_info,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_generate_field_info_for_primitiveBoolean,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_fail_parsing_wrongascii,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FunctionParserTest,should_fail_parsing_function_with_unsupported_return_type,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.strategy.naming.CaseSensitiveNamingTest,should_return_case_sensitive,0,0,0,0,1,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_jdk8_instant,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_computed_field,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FunctionParserTest,should_fail_parsing_validating_nested_types,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest,should_validate_mapByteArray,0,0,0,0,1,0,0,0,
Achilles,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest,should_not_fail_for_non_frozen_map_tupleKey,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest,should_validate_listString,0,0,0,0,1,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_fail_compilation_when_no_getter,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_map_with_nested_json,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_codec_overriding_registry,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_fail_parsing_SASI_standardAnalyzer_But_SPARSE,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FunctionParserTest,should_fail_parsing_duplicate_function_declaration,0,0,1,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest,should_fail_building_class_with_duplicated_cql_name,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FunctionParserTest,should_fail_parsing_function_with_blank_keyspace,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_set_udt,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_list_udt,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.EntityParserTest,should_fail_because_incorrect_field_type_for_immutable_constructor_param_javac,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_nested_udt,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest,should_not_fail_for_non_frozen_tupleValue,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_create_custom_codec_for_counter,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.codegen.ManagerCodeGenTest,should_generate_manager_class_for_index_dsl,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.codegen.meta.UDTMetaCodeGenTest,should_generate_udt_property_class,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_list_optional_string,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_set_nesting,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_jdk8_local_date,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest,should_fail_building_class_with_no_public_constructor,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_create_codec_for_string,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.AnnotationTreeTest,should_build_treemap_for_computed_annotation_javac,1,0,1,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest,should_validate_objectByte,0,0,0,0,1,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest,should_fail_on_invalidLowerBound,1,0,0,0,1,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_map_nesting,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_fail_parsing_non_frozen_collection_in_udt,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FunctionParserTest,should_fail_parsing_function_forbidden_function_name,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_optional_protocol_version_from_codec_registry,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.validator.BeanValidatorTest,should_fail_validating_class_without_default_constructor,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_clustering_column_type,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.AnnotationTreeTest,should_build_trees_map_with_nested_json_javac,1,0,1,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_fail_compilation_when_no_setter,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_fail_parsing_SASI_on_map,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_fail_parsing_counter_in_udt,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_create_JavaType_for_array_type,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_tuple8,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest,should_not_fail_for_non_frozen_tuple_list,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.CodecFactoryTest,should_create_native_codec_for_counter,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_enumerated_codec_from_registry,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.validator.TypeValidatorTest,should_validate_setByte,0,0,0,0,1,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_fail_if_both_partition_and_static_column,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.strategy.naming.LowerCaseNamingTest,should_return_lower_case,0,0,0,0,1,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_fail_parsing_non_frozen_nested_udt,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_static_column_info,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_fail_if_partition_key_order_zero,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_fail_parsing_clustering_column_in_udt,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest,should_not_fail_for_non_frozen_list_tuple,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.strategy.FrozenNestedTypeStrategyTest,should_fail_for_non_frozen_list_list,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_fail_parsing_wrongtimeuuid,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldInfoParserTest,should_build_not_indexed_column_index_info,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_fail_parsing_SASI_lowercase_But_SPARSE,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.FieldParserTest,should_parse_tuple6,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.types.OverridingOptionalFinalTest,should_get_first_value,0,0,0,0,1,0,0,0,
Achilles,info.archinnov.achilles.internals.codegen.meta.EntityMetaCodeGenTest,should_fail_building_class_with_wrong_computed_column,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.internals.parser.EntityParserTest,should_fail_because_no_matching_field_name_for_immutable_constructor_param_javac,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.script.ScriptExecutorTest,should_execute_script,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.script.ScriptExecutorTest,should_build_create_function_statements_from_lines_syntax_1,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.script.ScriptExecutorTest,should_build_create_function_statements_from_lines_syntax_2,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.script.ScriptExecutorTest,should_build_statements_from_lines,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.script.ScriptExecutorTest,should_build_batch_statements_from_lines,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.script.ScriptExecutorTest,should_load_script_as_lines,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.script.ScriptExecutorTest,should_build_create_function_statements_from_lines_syntax_3,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.script.ScriptExecutorTest,should_build_create_function_statements_from_lines_syntax_4,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestEntityWithSASIIndices,should_search_using_prefix_non_tokenizer,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestEntityWithSASIIndices,should_search_using_eq_non_tokenizer,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestEntityWithSASIIndices,should_search_using_contains,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestEntityWithSASIIndices,should_search_using_like,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestEntityWithSASIIndices,should_search_using_like_non_tokenizer,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestEntityWithSASIIndices,should_search_using_end_with,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestMultiClusteringEntityIT,should_delete_with_IN_clause_on_first_clustering,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestMultiClusteringEntityIT,should_update_with_IN_clause_on_all_clusterings,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestMultiClusteringEntityIT,should_update_with_IN_clause_on_first_clustering,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestViewSensorByType,should_select_by_slice,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestMultiClusteringEntityIT,should_delete_by_partition_only,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestMultiClusteringEntityIT,should_delete_with_multi_columns_slice,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestMultiClusteringEntityIT,should_delete_by_partition_and_first_clustering_column_only,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestMultiClusteringEntityIT,should_delete_with_IN_clause_on_last_clustering,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestMultiClusteringEntityIT,should_delete_with_slice_on_last_clustering,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestMultiClusteringEntityIT,should_delete_by_partition_and_first_clustering_column_range,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestViewSensorByType,should_find_by_id,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestViewSensorByType,should_fail_if_mutation_statement_for_view,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestMultiClusteringEntityIT,should_delete_with_IN_clause_on_all_clusterings,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestMultiClusteringEntityIT,should_update_with_IN_clause_on_last_clustering,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestViewSensorByType,should_typed_query,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestViewSensorByType,should_native_query,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestMultiClusteringEntityIT,should_delete_with_slice_on_first_clustering,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestFunctionCallsWithLiteralValuesIT,should_chain_function_calls_with_literal_value,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestFunctionCallsWithLiteralValuesIT,should_call_aggregate_with_literal_values,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestFunctionCallsWithLiteralValuesIT,should_call_textToLong_with_literal_value,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestEntityWithNonFrozenUDTIT,should_update_udt_fields,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestEntityWithClusteringIT,should_select_with_allow_per_partition_limit,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_complex_counter,0,0,0,0,1,1,1,0,
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_entity_with_composite_partition_key,0,0,0,0,1,1,1,0,
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_entity_with_clustering_columns,0,0,0,0,1,1,1,0,
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_entity_with_static_column,0,0,0,0,1,1,1,0,
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_udt,0,0,0,0,1,1,1,0,
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_complex_indices,0,0,0,0,1,1,1,0,
Achilles,info.archinnov.achilles.it.TestEntityWithDurationTypeIT,should_find_by_id,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_simple_entity,0,0,0,0,1,1,1,0,
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_complex_types,0,0,0,0,1,1,1,0,
Achilles,info.archinnov.achilles.it.TestEntityForGroupByIT,should_select_sum_with_group_by_first_clustering,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_entity_with_static_annotations,0,0,0,0,1,1,1,0,
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_child_entity,0,0,0,0,1,1,1,0,
Achilles,info.archinnov.achilles.it.TestEntityForGroupByIT,should_select_sum_group_by_partition_keys_and_one_clustering,1,1,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_entity_with_simple_partition_key,0,0,0,0,1,1,1,0,
Achilles,info.archinnov.achilles.it.TestUdtWithCaseSensitiveUDTIT,should_validate_schema,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestEntityForGroupByIT,should_select_sum_with_group_by_second_clustering,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestEntityForGroupByIT,should_select_using_token_function,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestEntityWithDurationTypeIT,should_insert,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_use_schema_generator_and_append_to_string,0,0,1,0,1,1,1,0,
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_entity_with_counter_column,0,0,0,0,1,1,1,0,
Achilles,info.archinnov.achilles.it.TestEntityWithDurationTypeIT,should_dsl_select,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_view,0,0,0,0,1,1,1,0,
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_use_schema_generator,0,0,1,0,1,1,1,0,
Achilles,info.archinnov.achilles.it.TestEntityForGroupByIT,should_select_sum_group_by_partition_keys,1,1,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestSchemaGenerator,should_build_schema_for_entity_with_static_counter_column,0,0,0,0,1,1,1,0,
Achilles,info.archinnov.achilles.it.TestEntityForGroupByIT,should_select_sum_with_group_by_first_and_second_clustering,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.embedded.PortFinderTest,try_to_find_first_port,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.embedded.CassandraEmbeddedServerBuilderTest,should_start_embedded_server_with_listen_and_rpc_address,1,0,1,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestEntityWithComplexTuple,should_find,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_delete_with_equal_condition,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestEntityWithCompositePartitionKey,should_dsl_select_with_token_value,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestTypedQueries,should_perform_bound_statement_typed_query,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestInterceptorsSimpleEntity,should_trigger_for_dsl_iterator,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_delete_by_partition_generate_query_and_bound_values,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_list_remove_single,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestEntityWithComplexIndices,should_query_using_index_and_multi_clustering_columns_slice,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestInterceptorsSimpleEntity,should_trigger_for_find,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.bugs.TestEntityWithByteBufferTypeIT,should_support_bytebuffer_type,1,0,0,0,1,0,0,0,
Achilles,info.archinnov.achilles.it.TestEntityWithStaticColumn,should_find,1,0,1,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestEntityWithCounterColumn,should_delete_by_id,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestEntityWithCounterColumn,should_find,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_insert_with_insert_strategy_non_null_fields,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.bugs.TestOverridingSchemaNameProvider,should_insert_with_overriden_schema_name_provider,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_generate_query_string_and_encoded_values,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.bugs.TestDynamicKeyspaceWithUDT,should_update_using_lwt_gte_with_dynamic_ks,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.bugs.ValidateSchemaIT,should_fail_validating_schema_when_static_column_missing,0,0,0,0,1,0,0,0,
Achilles,info.archinnov.achilles.it.bugs.TestDynamicKeyspaceWithUDT,should_dsl_update_map_key_remove_with_dynamic_ks,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestTypedQueries,should_fail_regular_typed_query_if_not_SELECT_statement,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestEntityWithComplexCounter,should_dsl_update_codec_counter,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.bugs.TestOverridingSchemaNameProvider,should_dsl_delete_using_runtime_schema_name,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestNativeQueries,should_perform_regular_native_query,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestDSLEntityWithClusterings,should_dsl_select_slice_with_tuples_same_partition,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_select_one,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_select_using_schema_name_provider,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.bugs.TestDynamicKeyspaceWithUDT,should_crud_delete_by_id_with_dynamic_ks,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestEntityWithComplexIndices,should_query_using_full_collection_index,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestBeanValidation,should_fail_on_post_load,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.bugs.TestDynamicKeyspaceWithUDT,should_update_using_lwt_eq_with_dynamic_ks,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestEntityWithStaticColumn,should_update_static,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestNativeQueries,should_iterate_regular_typed_query,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestEntityWithCompositePartitionKey,should_insert,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.bugs.TestDynamicKeyspaceWithUDT,should_dsl_update_list_set_with_dynamic_ks,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestCRUDSimpleEntity,should_insert_if_not_exists,1,0,0,1,1,0,0,0,
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_map_addAll,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestInterceptorsSimpleEntity,should_trigger_for_update,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_set_setValue,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_set_addAll,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_list_prepend,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestEntityWithStaticColumn,should_dsl_delete_static,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestDSLSimpleEntity,should_dsl_update_list_appendAll,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestBeanValidation,should_fail_on_pre_insert_because_failed_constraint_in_udt,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.bugs.TestOverridingSchemaNameProvider,should_dsl_update_using_runtime_schema_name,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.bugs.TestOverridingSchemaNameProvider,should_delete_using_default_schema_name,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestALLEntityAsChild,should_delete_by_id,0,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestEntityWithComplexIndices,should_query_using_collection_index,1,0,0,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestEntityWithCustomConstructorAndDeclaredFields,should_typed_query,1,0,1,0,0,0,0,0,
Achilles,info.archinnov.achilles.it.TestEntityWithCounterColumn,should_dsl_update,1,0,0,0,0,0,0,0,
